priority,visual_family_id,make,model_family,rank,score,source,title,query,downloaded_file,width,height,creator,creator_url,license,license_url,attribution,landing_url,image_url,sha256,review_status,rejection_reason
P0,VF-ISUZU-D-MAX-2ND-GENERATION-SINGLE-EXTENDED-DOUBLE-CAB-MAJOR-FACELIFT-SPL,Isuzu,D-Max,3,30.0,wikimedia_commons,"File:ISUZU D-MAX (SECOND GENERATION, PRE-FACELIFT) CAMPING CAR IN CHINA.jpg",Isuzu D-Max car,,2000,1173,Dinkun Chen,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Dinkun Chen; Own work; CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:ISUZU_D-MAX_(SECOND_GENERATION,_PRE-FACELIFT)_CAMPING_CAR_IN_CHINA.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/ISUZU_D-MAX_%28SECOND_GENERATION%2C_PRE-FACELIFT%29_CAMPING_CAR_IN_CHINA.jpg/3840px-ISUZU_D-MAX_%28SECOND_GENERATION%2C_PRE-FACELIFT%29_CAMPING_CAR_IN_CHINA.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,PENDING,
P0,VF-ISUZU-D-MAX-3RD-GENERATION-SINGLE-EXTENDED-DOUBLE-CAB-CURRENT-FACELIFT-S,Isuzu,D-Max,1,30.0,wikimedia_commons,"File:Moscow, Isuzu D-Max (3rd gen) Aug 2025 01.jpg",Isuzu D-Max 3rd generation car,,2000,1279,Retired electrician,,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Retired electrician; Own work; CC0,"https://commons.wikimedia.org/wiki/File:Moscow,_Isuzu_D-Max_(3rd_gen)_Aug_2025_01.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Moscow%2C_Isuzu_D-Max_%283rd_gen%29_Aug_2025_01.jpg/3840px-Moscow%2C_Isuzu_D-Max_%283rd_gen%29_Aug_2025_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,PENDING,
P0,VF-ISUZU-D-MAX-3RD-GENERATION-SINGLE-EXTENDED-DOUBLE-CAB-CURRENT-FACELIFT-S,Isuzu,D-Max,2,30.0,wikimedia_commons,"File:ISUZU D-MAX (SECOND GENERATION, FACELIFT) CAMPING CAR IN CHINA.jpg",Isuzu D-Max car,,2000,1246,Dinkun Chen,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Dinkun Chen; Own work; CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:ISUZU_D-MAX_(SECOND_GENERATION,_FACELIFT)_CAMPING_CAR_IN_CHINA.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/ISUZU_D-MAX_%28SECOND_GENERATION%2C_FACELIFT%29_CAMPING_CAR_IN_CHINA.jpg/3840px-ISUZU_D-MAX_%28SECOND_GENERATION%2C_FACELIFT%29_CAMPING_CAR_IN_CHINA.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,PENDING,
P0,VF-ISUZU-D-MAX-3RD-GENERATION-SINGLE-EXTENDED-DOUBLE-CAB-CURRENT-FACELIFT-S,Isuzu,D-Max,3,30.0,wikimedia_commons,"File:ISUZU D-MAX (SECOND GENERATION, FACELIFT) CAMPING CAR IN CHINA (2).jpg",Isuzu D-Max car,,2000,1288,Dinkun Chen,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Dinkun Chen; Own work; CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:ISUZU_D-MAX_(SECOND_GENERATION,_FACELIFT)_CAMPING_CAR_IN_CHINA_(2).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/ISUZU_D-MAX_%28SECOND_GENERATION%2C_FACELIFT%29_CAMPING_CAR_IN_CHINA_%282%29.jpg/3840px-ISUZU_D-MAX_%28SECOND_GENERATION%2C_FACELIFT%29_CAMPING_CAR_IN_CHINA_%282%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,PENDING,
P0,VF-SUZUKI-SWIFT-PREVIOUS-REGIONAL-GENERATION-HATCHBACK-CURRENT-PHASE,Suzuki,Swift,1,28.0,wikimedia_commons,"File:1999 Suzuki Swift in Victory Red, Left Front.jpg",Suzuki Swift car,,2000,1336,ITakePhotosOfCars,,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,ITakePhotosOfCars; Own work; CC0,"https://commons.wikimedia.org/wiki/File:1999_Suzuki_Swift_in_Victory_Red,_Left_Front.jpg",https://upload.wikimedia.org/wikipedia/commons/a/a3/1999_Suzuki_Swift_in_Victory_Red%2C_Left_Front.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,,PENDING,
P0,VF-SUZUKI-SWIFT-PREVIOUS-REGIONAL-GENERATION-HATCHBACK-CURRENT-PHASE,Suzuki,Swift,2,27.0,wikimedia_commons,File:Suzuki Swift at the 2005 Alsace-Vosges rally.jpg,Suzuki Swift car,,2000,1497,SunflowerYuri,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,SunflowerYuri; Own work; CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Suzuki_Swift_at_the_2005_Alsace-Vosges_rally.jpg,https://upload.wikimedia.org/wikipedia/commons/e/eb/Suzuki_Swift_at_the_2005_Alsace-Vosges_rally.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,,PENDING,
P0,VF-SUZUKI-SWIFT-PREVIOUS-REGIONAL-GENERATION-HATCHBACK-CURRENT-PHASE,Suzuki,Swift,3,27.0,wikimedia_commons,File:Suzuki Swift Stunt Car (94254).jpg,Suzuki Swift car,,2000,1474,Calreyn88,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Calreyn88; Own work; CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Suzuki_Swift_Stunt_Car_(94254).jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Suzuki_Swift_Stunt_Car_%2894254%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,,PENDING,
P0,VF-SUZUKI-SWIFT-CURRENT-GENERATION-HATCHBACK-CURRENT,Suzuki,Swift,1,28.0,wikimedia_commons,"File:1999 Suzuki Swift in Victory Red, Left Front.jpg",Suzuki Swift car,,2000,1336,ITakePhotosOfCars,,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,ITakePhotosOfCars; Own work; CC0,"https://commons.wikimedia.org/wiki/File:1999_Suzuki_Swift_in_Victory_Red,_Left_Front.jpg",https://upload.wikimedia.org/wikipedia/commons/a/a3/1999_Suzuki_Swift_in_Victory_Red%2C_Left_Front.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,,PENDING,
P0,VF-SUZUKI-SWIFT-CURRENT-GENERATION-HATCHBACK-CURRENT,Suzuki,Swift,2,27.0,wikimedia_commons,File:Suzuki Swift at the 2005 Alsace-Vosges rally.jpg,Suzuki Swift car,,2000,1497,SunflowerYuri,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,SunflowerYuri; Own work; CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Suzuki_Swift_at_the_2005_Alsace-Vosges_rally.jpg,https://upload.wikimedia.org/wikipedia/commons/e/eb/Suzuki_Swift_at_the_2005_Alsace-Vosges_rally.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,,PENDING,
P0,VF-SUZUKI-SWIFT-CURRENT-GENERATION-HATCHBACK-CURRENT,Suzuki,Swift,3,27.0,wikimedia_commons,File:Suzuki Swift Stunt Car (94254).jpg,Suzuki Swift car,,2000,1474,Calreyn88,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Calreyn88; Own work; CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Suzuki_Swift_Stunt_Car_(94254).jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Suzuki_Swift_Stunt_Car_%2894254%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,,PENDING,
P0,VF-SUZUKI-FRONX-CURRENT-CROSSOVER-CURRENT,Suzuki,Fronx,1,21.0,openverse,Suzuki Fronx,Suzuki Fronx car,,1024,768,JLaw45,https://www.flickr.com/photos/27665395@N05,by,https://creativecommons.org/licenses/by/2.0/,"""Suzuki Fronx"" by JLaw45 is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",https://www.flickr.com/photos/27665395@N05/54380894571,https://live.staticflickr.com/65535/54380894571_f95152b558_b.jpg,,PENDING,
P0,VF-SUZUKI-FRONX-CURRENT-CROSSOVER-CURRENT,Suzuki,Fronx,2,21.0,openverse,Suzuki Fronx,Suzuki Fronx car,,1024,768,JLaw45,https://www.flickr.com/photos/27665395@N05,by,https://creativecommons.org/licenses/by/2.0/,"""Suzuki Fronx"" by JLaw45 is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",https://www.flickr.com/photos/27665395@N05/54381289130,https://live.staticflickr.com/65535/54381289130_91d9744bcf_b.jpg,,PENDING,
P0,VF-SUZUKI-FRONX-CURRENT-CROSSOVER-CURRENT,Suzuki,Fronx,3,21.0,openverse,Suzuki Fronx,Suzuki Fronx car,,1024,768,JLaw45,https://www.flickr.com/photos/27665395@N05,by,https://creativecommons.org/licenses/by/2.0/,"""Suzuki Fronx"" by JLaw45 is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",https://www.flickr.com/photos/27665395@N05/54380015352,https://live.staticflickr.com/65535/54380015352_00b80b3ce2_b.jpg,,PENDING,
P0,VF-HYUNDAI-GRAND-I10-CURRENT-REGIONAL-GENERATION-HATCHBACK-CURRENT-FACELIFT,Hyundai,Grand i10,1,35.0,wikimedia_commons,File:Hyundai Grand I10 Sedan.jpg,Hyundai Grand i10 car,,2000,1500,Mohammed Hamad,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Mohammed Hamad; Own work; CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Hyundai_Grand_I10_Sedan.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c1/Hyundai_Grand_I10_Sedan.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,,PENDING,
P0,VF-HYUNDAI-GRAND-I10-CURRENT-REGIONAL-GENERATION-HATCHBACK-CURRENT-FACELIFT,Hyundai,Grand i10,2,27.0,wikimedia_commons,File:2020 Hyundai i10 SE Connect 1.0.jpg,Hyundai Grand i10 car,,2000,1283,Vauxford,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Vauxford; Own work; CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:2020_Hyundai_i10_SE_Connect_1.0.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/2020_Hyundai_i10_SE_Connect_1.0.jpg/3840px-2020_Hyundai_i10_SE_Connect_1.0.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,PENDING,
P0,VF-HYUNDAI-GRAND-I10-CURRENT-REGIONAL-GENERATION-HATCHBACK-CURRENT-FACELIFT,Hyundai,Grand i10,3,27.0,wikimedia_commons,File:2020 Hyundai i10 Premium 1.0 (1).jpg,Hyundai Grand i10 car,,2000,1162,Vauxford,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Vauxford; Own work; CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:2020_Hyundai_i10_Premium_1.0_(1).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/2020_Hyundai_i10_Premium_1.0_%281%29.jpg/3840px-2020_Hyundai_i10_Premium_1.0_%281%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,PENDING,
P0,VF-CHERY-TIGGO-4-PRO-TIGGO-CROSS-CURRENT-REGIONAL-FAMILY-CROSSOVER-PRE-CROS,Chery,Tiggo 4 Pro / Tiggo Cross,0,-999,none,NO_ACCEPTABLE_CANDIDATE,Chery Tiggo 4 Pro / Tiggo Cross Current regional family crossover car | Chery Tiggo 4 Pro / Tiggo Cross Pre Cross Cross visual split car | Chery Tiggo 4 Pro / Tiggo Cross car,,,,,,,,,,,,PENDING,No commercially transformable candidate passed filters.
P0,VF-HAVAL-JOLION-B01-CROSSOVER-JOLION-JOLION-PRO-VISIBLE-PHASES,Haval,Jolion,1,27.0,wikimedia_commons,File:Haval Jolion 002.jpg,Haval Jolion car,,2000,1500,JustAnotherCarDesigner,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,JustAnotherCarDesigner; Own work; CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Haval_Jolion_002.jpg,https://upload.wikimedia.org/wikipedia/commons/c/ce/Haval_Jolion_002.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,,PENDING,
P0,VF-HAVAL-JOLION-B01-CROSSOVER-JOLION-JOLION-PRO-VISIBLE-PHASES,Haval,Jolion,2,27.0,wikimedia_commons,File:Haval Jolion 001.jpg,Haval Jolion car,,2000,1500,JustAnotherCarDesigner,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,JustAnotherCarDesigner; Own work; CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Haval_Jolion_001.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9e/Haval_Jolion_001.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,,PENDING,
P0,VF-HAVAL-JOLION-B01-CROSSOVER-JOLION-JOLION-PRO-VISIBLE-PHASES,Haval,Jolion,3,27.0,wikimedia_commons,File:Haval Jolion 003.jpg,Haval Jolion car,,2000,1500,JustAnotherCarDesigner,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,JustAnotherCarDesigner; Own work; CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Haval_Jolion_003.jpg,https://upload.wikimedia.org/wikipedia/commons/2/23/Haval_Jolion_003.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,,PENDING,
P0,VF-KIA-SONET-QY-CROSSOVER-PRE-FACELIFT-FACELIFT,Kia,Sonet,0,-999,none,NO_ACCEPTABLE_CANDIDATE,Kia Sonet QY crossover car | Kia Sonet Pre facelift facelift car | Kia Sonet car,,,,,,,,,,,,PENDING,No commercially transformable candidate passed filters.
P0,VF-NISSAN-MAGNITE-HBN-CROSSOVER-PRE-FACELIFT-FACELIFT,Nissan,Magnite,1,27.0,wikimedia_commons,File:PIMS 2024 - Nissan Magnite Premium preview.jpg,Nissan Magnite Pre facelift facelift car,,2000,1333,Ethan Llamas,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Ethan Llamas; Own work; CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:PIMS_2024_-_Nissan_Magnite_Premium_preview.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/PIMS_2024_-_Nissan_Magnite_Premium_preview.jpg/3840px-PIMS_2024_-_Nissan_Magnite_Premium_preview.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,PENDING,
P0,VF-MAHINDRA-SCORPIO-PIK-UP-CURRENT-REGIONAL-FAMILY-SINGLE-DOUBLE-CAB-MAJOR-,Mahindra,Scorpio Pik Up,1,43.0,wikimedia_commons,File:Mahindra Scorpio Pik-Up 001.jpg,Mahindra Scorpio Pik Up car,,2000,1500,JustAnotherCarDesigner,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,JustAnotherCarDesigner; Own work; CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Mahindra_Scorpio_Pik-Up_001.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d8/Mahindra_Scorpio_Pik-Up_001.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,,PENDING,
P0,VF-RENAULT-KWID-CURRENT-REGIONAL-GENERATION-HATCHBACK-PRE-FACELIFT-FACELIFT,Renault,Kwid,1,21.0,openverse,Renault Kwid 1.0 Intens 2022,Renault Kwid car,,1024,576,RL GNZLZ,https://www.flickr.com/photos/37691369@N08,by-sa,https://creativecommons.org/licenses/by-sa/2.0/,"""Renault Kwid 1.0 Intens 2022"" by RL GNZLZ is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/.",https://www.flickr.com/photos/37691369@N08/52220839148,https://live.staticflickr.com/65535/52220839148_970df182d9_b.jpg,,PENDING,
P0,VF-VOLKSWAGEN-T-CROSS-C1-CROSSOVER-PRE-FACELIFT-FACELIFT,Volkswagen,T-Cross,1,27.0,wikimedia_commons,File:Volkswagen T-Cross R-Line Auto Zuerich 2023 1X7A1110.jpg,Volkswagen T-Cross car,,2000,1334,Alexander-93,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Alexander-93; Own work; CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Volkswagen_T-Cross_R-Line_Auto_Zuerich_2023_1X7A1110.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Volkswagen_T-Cross_R-Line_Auto_Zuerich_2023_1X7A1110.jpg/3840px-Volkswagen_T-Cross_R-Line_Auto_Zuerich_2023_1X7A1110.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,PENDING,
P0,VF-VOLKSWAGEN-T-CROSS-C1-CROSSOVER-PRE-FACELIFT-FACELIFT,Volkswagen,T-Cross,2,27.0,wikimedia_commons,File:Volkswagen T-Cross R-Line Auto Zuerich 2023 1X7A1111.jpg,Volkswagen T-Cross car,,2000,1306,Alexander-93,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Alexander-93; Own work; CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Volkswagen_T-Cross_R-Line_Auto_Zuerich_2023_1X7A1111.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Volkswagen_T-Cross_R-Line_Auto_Zuerich_2023_1X7A1111.jpg/3840px-Volkswagen_T-Cross_R-Line_Auto_Zuerich_2023_1X7A1111.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,PENDING,
P0,VF-TOYOTA-HIACE-QUANTUM-H200-H300-VAN-MINIBUS-H200-VS-H300,Toyota,HiAce / Quantum,0,-999,none,NO_ACCEPTABLE_CANDIDATE,Toyota HiAce / Quantum H200/H300 van car | Toyota HiAce / Quantum H200 vs H300 car | Toyota HiAce / Quantum car,,,,,,,,,,,,PENDING,No commercially transformable candidate passed filters.
P0,VF-GWM-P-SERIES-P300-CURRENT-EXPORT-FAMILY-PICKUP-MAJOR-VISUAL-PHASE,GWM,P-Series / P300,0,-999,none,NO_ACCEPTABLE_CANDIDATE,GWM P-Series / P300 Current export family pickup car | GWM P-Series / P300 Major visual phase car | GWM P-Series / P300 car,,,,,,,,,,,,PENDING,No commercially transformable candidate passed filters.
P0,VF-GWM-P500-CURRENT-PICKUP-CURRENT,GWM,P500,0,-999,none,NO_ACCEPTABLE_CANDIDATE,GWM P500 Current pickup car | GWM P500 car,,,,,,,,,,,,PENDING,No commercially transformable candidate passed filters.
P0,VF-HAVAL-H6-3RD-GENERATION-SUV-PRE-FACELIFT-FACELIFT,Haval,H6,1,27.0,wikimedia_commons,File:2021 Haval H6 2.0T Active.jpg,Haval H6 3rd generation suv car,,2000,1075,RL GNZLZ,,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,RL GNZLZ; https://www.flickr.com/photos/juanelo242a/51692232029/; CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:2021_Haval_H6_2.0T_Active.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/2021_Haval_H6_2.0T_Active.jpg/3840px-2021_Haval_H6_2.0T_Active.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,PENDING,
P0,VF-HAVAL-H6-3RD-GENERATION-SUV-PRE-FACELIFT-FACELIFT,Haval,H6,2,27.0,wikimedia_commons,File:Haval H6 2.0T.jpg,Haval H6 car,,2000,1380,Rutger van der Maar,,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Rutger van der Maar; https://www.flickr.com/photos/rutgervandermaar/38110256646/; CC BY 2.0,https://commons.wikimedia.org/wiki/File:Haval_H6_2.0T.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b7/Haval_H6_2.0T.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,,PENDING,
P0,VF-HAVAL-H6-3RD-GENERATION-SUV-PRE-FACELIFT-FACELIFT,Haval,H6,3,27.0,wikimedia_commons,File:Haval H6 Red Label.jpg,Haval H6 car,,2000,1422,Rutger van der Maar,,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Rutger van der Maar; https://www.flickr.com/photos/rutgervandermaar/35880133486/; CC BY 2.0,https://commons.wikimedia.org/wiki/File:Haval_H6_Red_Label.jpg,https://upload.wikimedia.org/wikipedia/commons/d/de/Haval_H6_Red_Label.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,,PENDING,
P0,VF-HAVAL-H6-GT-CURRENT-COUPE-SUV-CURRENT,Haval,H6 GT,0,-999,none,NO_ACCEPTABLE_CANDIDATE,Haval H6 GT Current coupe car | Haval H6 GT car,,,,,,,,,,,,PENDING,No commercially transformable candidate passed filters.
P0,VF-TANK-300-CURRENT-SUV-CURRENT-FACELIFT,Tank,300,1,28.0,wikimedia_commons,File:GWM Tank 300 Car Rear view at Universitas Widyatama.jpg,Tank 300 car,,2000,1500,MRWikiTankenTai,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,MRWikiTankenTai; Own work; CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:GWM_Tank_300_Car_Rear_view_at_Universitas_Widyatama.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/GWM_Tank_300_Car_Rear_view_at_Universitas_Widyatama.jpg/3840px-GWM_Tank_300_Car_Rear_view_at_Universitas_Widyatama.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,PENDING,
P0,VF-TANK-300-CURRENT-SUV-CURRENT-FACELIFT,Tank,300,2,27.0,wikimedia_commons,File:Tank 300 001.jpg,Tank 300 car,,2000,1500,JustAnotherCarDesigner,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,JustAnotherCarDesigner; Own work; CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Tank_300_001.jpg,https://upload.wikimedia.org/wikipedia/commons/4/42/Tank_300_001.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,,PENDING,
P0,VF-TANK-300-CURRENT-SUV-CURRENT-FACELIFT,Tank,300,3,27.0,wikimedia_commons,File:Tank 300 003.jpg,Tank 300 car,,2000,1500,JustAnotherCarDesigner,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,JustAnotherCarDesigner; Own work; CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Tank_300_003.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Tank_300_003.jpg/3840px-Tank_300_003.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,PENDING,
P0,VF-TANK-500-CURRENT-SUV-CURRENT,Tank,500,1,27.0,wikimedia_commons,File:Tank 500 001.jpg,Tank 500 car,,2000,1500,JustAnotherCarDesigner,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,JustAnotherCarDesigner; Own work; CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Tank_500_001.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Tank_500_001.jpg/3840px-Tank_500_001.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,PENDING,
P0,VF-TANK-500-CURRENT-SUV-CURRENT,Tank,500,2,27.0,wikimedia_commons,File:Tank 500 002.jpg,Tank 500 car,,2000,1500,JustAnotherCarDesigner,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,JustAnotherCarDesigner; Own work; CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Tank_500_002.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Tank_500_002.jpg/3840px-Tank_500_002.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,PENDING,
P0,VF-TANK-500-CURRENT-SUV-CURRENT,Tank,500,3,27.0,wikimedia_commons,File:Tank 500 003.jpg,Tank 500 car,,2000,1500,JustAnotherCarDesigner,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,JustAnotherCarDesigner; Own work; CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Tank_500_003.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Tank_500_003.jpg/3840px-Tank_500_003.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,PENDING,
P0,VF-BYD-ATTO-3-YUAN-PLUS-CURRENT-CROSSOVER-CURRENT-FACELIFT,BYD,Atto 3 / Yuan Plus,1,35.0,wikimedia_commons,File:BYD Yuan Plus 001.jpg,BYD Atto 3 / Yuan Plus car,,2000,1500,JustAnotherCarDesigner,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,JustAnotherCarDesigner; Own work; CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:BYD_Yuan_Plus_001.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/BYD_Yuan_Plus_001.jpg/3840px-BYD_Yuan_Plus_001.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,PENDING,
P0,VF-BYD-ATTO-3-YUAN-PLUS-CURRENT-CROSSOVER-CURRENT-FACELIFT,BYD,Atto 3 / Yuan Plus,2,28.0,wikimedia_commons,File:BYD Atto 3 front-left.jpg,BYD Atto 3 / Yuan Plus car,,2000,1333,Hubert Berberich ( HubiB ),,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Hubert Berberich ( HubiB ); Own work; CC BY 4.0,https://commons.wikimedia.org/wiki/File:BYD_Atto_3_front-left.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/BYD_Atto_3_front-left.jpg/3840px-BYD_Atto_3_front-left.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,PENDING,
P0,VF-BYD-ATTO-3-YUAN-PLUS-CURRENT-CROSSOVER-CURRENT-FACELIFT,BYD,Atto 3 / Yuan Plus,3,27.0,wikimedia_commons,File:BYD Atto 3 left.jpg,BYD Atto 3 / Yuan Plus car,,2000,1333,Hubert Berberich ( HubiB ),,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Hubert Berberich ( HubiB ); Own work; CC BY 4.0,https://commons.wikimedia.org/wiki/File:BYD_Atto_3_left.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/BYD_Atto_3_left.jpg/3840px-BYD_Atto_3_left.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,PENDING,
